Processed_Text,Raw_Text,Label
think go fly 40scpg strong today,I   t h i n k   i t   i s   g o i n g   t o   f l y   i n t o   t h e   4 . 0 s . . . . . C P G   i s   s t r o n g   t o d a y . . . .,1
come level 10 wednesday,w i l l   c o m e   t o   l e v e l   o f   1 . 0   b y   w e d n e s d a y,0
1 week old - thanks update,T h a t   h a s   b e e n   1   w e e k s   o l d   -   t h a n k s   f o r   t h e   u p d a t e .,0.5
10 minute 4000 hahaha believe,A n d   n o w   1 0   m i n u t e s   a n d   w e   a r e   a t   4 . 0 0 0 .   H a h a h a .   I   m y s e l f   d o   n o t   b e l i e v e   i n   t h i s .,0
mr boonie word lol,M r   b o o n i e   h a v e   a   w o r d   w i t h   m e   l o l,0.5
late pump see gap 1 hour ) ) ) ),A n d   a f t e r   t h i s   l a t e   p u m p   c a n   w e   s e e   a   g a p   d o w n   i n   1   h o u r s   : ) ) ) )   ? ! ? ! ?,0
dont think want u,I   d o n t   t h i n k   s o .   T h e y   w a n t   o f   a l l   u s .,0.5
come 4 pip serious show,C o m e   o n . .   4   p i p s   y o u   s e r i o u s ?   S h o w   m e,1
@ jakub wonderful feel relief see go 0 % close short,@ J a k u b   w h a t   a   w o n d e r f u l   f e e l i n g   o f   r e l i e f   w h e n   y o u   s e e   i t   g o e s   u p   0 %   a f t e r   y o u   c l o s e   y o u r   s h o r t s  ,0.5
december natgas inventory enter month -88 bcf deficit & amp ; exit +96 bcf surplus -10 state saw warm dec record 06 saw top -10 warm 0 below-avg n't problem natgas weather,"D u r i n g   D e c e m b e r ,   n a t g a s   i n v e n t o r i e s   e n t e r e d   t h e   m o n t h   w i t h   a   - 8 8   B C F   d e f i c i t   & a m p ;   e x i t e d   w i t h   a   + 9 6   B C F   s u r p l u s .   -1 0   s t a t e s   s a w   t h e i r   w a r m e s t   D e c   o n   r e c o r d ,   0 6   m o r e   s a w   a   t o p   -1 0   w a r m e s t ,   a n d   o n l y   0   w e r e   b e l o w - a v g .   I t   w a s n ' t   a   p r o b l e m   w i t h   n a t g a s ,   t h e   w e a t h e r",0
market clear everything,M a r k e t   c l e a r   u p   e v e r y t h i n g .,0.5
f,f . . .,0.5
expect go double top,"a s   e x p e c t e d ,   g o i n g   f o r   d o u b l e   t o p",0
remember 6 % week,r e m e m b e r   6   %   w e e k,1
clear stop,J u s t   t o   c l e a r   a l l   s t o p s .,0.5
short tislas -148,s h o r t   t i s l a s   -1 4 8 . . . .,0
tisla tislanice…,t i s l a   t i s l a n i c e … .,0.5
40-41 seek 485-1,A b o v e   4 . 0 - 4 . 1   s h e   w i l l   s e e k   m y   4 . 8 5 -1,1
,w h a t ! !,0.5
add @ -119,A d d   s   @   . -1 1 9,0
close short @ -105 small profit -1mi chart show algos activate pit closure watch,c l o s e d   a l l   m y   s h o r t   @   . -1 0 5   w i l l   s m a l l   b u t   p r o f i t .   -1 m i   c h a r t   s h o w   a l g o s   h a v e   b e e n   a c t i v a t e d   a f t e r   p i t   c l o s u r e .   n o w   j u s t   w a t c h i n g  ,0.5
manipulation,S o   i t   i s   m a n i p u l a t i o n ?,0.5
look like manipulation/ control pump etc,t o   m e   i t   l o o k s   l i k e   i t .   m a n i p u l a t i o n /   c o n t r o l l e d   p u m p   e t c,0
try 410,w i l l   t r y   4 1 0,1
explain discussion problem,C a n   y o u   e x p l a i n   w h y   d i s c u s s i o n   i s   p r o b l e m,0.5
u warn repeatedly bear -- -- fate chu,U   w e r e   w a r n e d   r e p e a t e d l y   b e a r s - - - -   n o w   y o u r   f a t e   w i l l   b e   s a m e   a s   c h u,0.5
go take * * * momentum many green day past week every single day green,W h a t   i s   i t   g o i n g   t o   t a k e   t o   * * * t h i s   m o m e n t u m ?   H o w   m a n y   g r e e n   d a y s   h a v e   w e   h a d   o v e r   t h e   p a s t   w e e k ?   C a n   e v e r y   s i n g l e   d a y   b e   g r e e n ?,0
reach 47,w i l l   i t   r e a c h   4 . 7,1
someone tell nature boy 4 bucks platform give +-1 day,S o m e o n e   t e l l   N a t u r e   B o y   w e r e   o v e r   4   B u c k s   !   a n d   t h e   p l a t f o r m   g a v e   h i m   + -1   d a y s . . . .,0.5
surprise,W h a t   a   s u r p r i s e .  ,0.5
pick blue euro -- -- bear -- - remeber -- - chu naked waste,p i c k i n g   u p   t h e   b l u e   o n   t h e   e u r o   - - - -   b e a r s   - - -   r e m e b e r   t h i s   - - -   c h u   i s   n a k e d   f r o m   t h e   w a s t e   d o w n,1
even guru forum absent,E v e n   t h e   g u r u s   o f   t h e   f o r u m   a r e   a b s e n t   ? ?,0.5
much see right perhaps rejection 4-10 fib,"N o t   m u c h   t o   s e e ,   r i g h t   n o w .   P e r h a p s   a   r e j e c t i o n   a t   4 . -1 0   f i b ? ?",0
go ; - ),A n d   i t   i s   g o i n g   u p     ; - ),1
go long short 'm consider short scalp rsi high 5 min,"Y o u   g o i n g   t o   l o n g   o r   s h o r t ,   h e r e ?   I ' m   c o n s i d e r i n g   s h o r t   s c a l p .   r s i   h i g h   5   m i n",0
open door arctic vortex line freeze,"W h o   d i d   o p e n   t h e   d o o r   t o   t h e   a r c t i c   v o r t e x ,   m y   l i n e s   a r e   f r o z e n . . . .",1
hit mexico like tsunami,I t   h i t   M e x i c o   l i k e   a   t s u n a m i .   .,0.5
dead 50 % sit hand,D e a d   o n   5 0 % .   S i t   o n   h a n d s .  ,0.5
strange eu closure,S t r a n g e   a s   E U   c l o s u r e,0.5
want refund punch 1 ticket half hour nothing,I   w a n t   a   r e f u n d .   I   p u n c h e d   1   t i c k e t s   f o r   t h i s ?   H a l f   h o u r   o f   n o t h i n g .,0.5
look sl 's,T h e y   a r e   l o o k i n g   f o r   S L ' s,0
probably find,P r o b a b l y   f o u n d   s o m e,0.5
guess follow bearish technical 44,"i   g u e s s   I   c a n   f o l l o w   t h e   b e a r i s h   t e c h n i c a l s   t o   4 , 4   o r   s o .",1
stop trade ng,I   s t o p p e d   t r a d i n g   N G   a   f e w,0.5
went long goog maybe look chance reenter short end day,.   W e n t   l o n g   o n   G O O G .   M a y b e   l o o k i n g   f o r   a   c h a n c e   t o   r e e n t e r   s h o r t   a t   t h e   e n d   o f   t h e   d a y,0.5
's robotic,I t ' s   r o b o t i c   . . . .,0.5
try get u,T h e y   a r e   t r y i n g   t o   g e t   u s,0
like touch 4080,"I t   l i k e s   t o   t o u c h   4 , 0 8 0",1
funny tries point 4-100,F u n n y .   T r i e s   t o   p o i n t   a t   4 -1 0 0,0.5
something wrong price around 17 / 18lets see pit close big red candle show ),"S o m e t h i n g   w r o n g   o n   t h i s   p r i c e ,   t h i s   s h o u l d   b e   a r o u n d   1 . 7   /   1 . 8 L e t s   s e e   i f   a f t e r   p i t   c l o s e   b i g   r e d   c a n d l e s   s h o w s   u p   a g a i n   : )",0
march theresam,"M a r c h   i s   t h e r e , S a m .",0.5
pac-man 1 min,P A C - M A N   1   m i n ! ! !,0.5
time,i t   w i l l   i n   t i m e . . .,0.5
someone turn sell switch,s o m e o n e   t u r n   o n   t h e   s e l l   s w i t c h .,0
re 00 min close movement,W e ' r e   0 0   m i n s   f r o m   c l o s i n g   a n d   n o   m o v e m e n t   ? ! ?,0.5
-10 min sorry,"-1 0   m i n ,   s o r r y",0.5
remember yesterday movement leave today probable hike rat good high price,R e m e m b e r   y e s t e r d a y ?   W a s   a   m o v e m e n t .   A n d   s o m e   l e f t   f o r   t o d a y .   P r o b a b l e   h i k e   r a t e s   a r e   n o t   g o o d   f o r   h i g h   p r i c e s .,0.5
'm afraid poke might jump go right short,I ' m   a f r a i d   t o   p o k e   h e r .   S h e   j u s t   m i g h t   j u m p   u p   a n d   g o   r i g h t   t h r o u g h   m y   s h o r t s .,0
big trade volume today buy sell impression something go,"B i g   t r a d i n g   v o l u m e   t o d a y ,   b o t h   b u y i n g   a n d   s e l l i n g ,   I   h a v e   t h e   i m p r e s s i o n   t h a t   s o m e t h i n g   i s   g o i n g   o n .",0.5
big portfolio close position price go back,T h e   b i g   p o r t f o l i o s   c l o s e   t h e i r   p o s i t i o n s   b e f o r e   t h e   p r i c e   g o e s   b a c k   d o w n   ! ! !,0
fabrice daytrader short,F a b r i c e   D a y t r a d e r   S o   w e   a r e   s h o r t ?,0
drop 190,N o w   d r o p   t o   1 . 9 0,0
$500 ,U p   t o   $ 5 . 0 0,1
1947,1 . 9 4 7,1
throwing time-line,T h r o w i n g   o u t   a   t i m e - l i n e .,0.5
honestly think treat 40-1 first,I   h o n e s t l y   t h i n k   w e   w i l l   t r e a t   4 . 0 -1   a g a i n   f i r s t .  ,1
test *,T e s t *,0.5
happen 4075 level,W h a t   i s   h a p p e n i n g   o n   4 0 7 5   l e v e l ?,0.5
lepiej mieć 60 % niż nic,L e p i e j   m i e ć   6 0 %   n i ż   n i c,0.5
dokładnie powidzenia w transakcjach,D o k ł a d n i e .   P o w i d z e n i a   w   t r a n s a k c j a c h !,0.5
kamil ziółkowski dzięki,K a m i l   Z i ó ł k o w s k i   D z i ę k i,0.5
dont like,I   d o n t   l i k e   i t,0.5
-15 min bear flag,I s   i t   -1 5   m i n   b e a r   f l a g ?,0
https//seekingalphacom/news/17866-1-1-natural-gas-up-6-back-above-4-on-cold-weatherutm_source=investingcom & amp ; utm_medium=referral,h t t p s : / / s e e k i n g a l p h a . c o m / n e w s / 1 7 8 6 6 -1 -1 - n a t u r a l - g a s - u p - 6 - b a c k - a b o v e - 4 - o n - c o l d - w e a t h e r ? u t m _ s o u r c e = i n v e s t i n g . c o m & a m p ; u t m _ m e d i u m = r e f e r r a l,1
la ce mi-figue mi-raisin,L a   c e s   m i - f i g u e   m i - r a i s i n,0.5
,w h o   i s   t h e y ?,0.5
investig com,"i n v e s t i g   , c o m ?",0.5
moment stick -15m chart -1850 -100,"F o r   a   m o m e n t   w e   s t u c k   o n   -1 5 m   c h a r t   b e t w e e n   -1 8 , 5 0   a n d   -1 0 0   M A",0.5
fx empir natural gas market gap high kick trade session monday pull back try reach towards 50 day ema quite frankly natural gas market ahead although cold temperature head towards northeastern part united states short-term blip radar therefore make certain amount sense would see natural gas fall fill gap create,"F X   . E m p i r   . . .   N a t u r a l   g a s   m a r k e t s   h a v e   g a p p e d   h i g h e r   t o   k i c k   o f f   t h e   t r a d i n g   s e s s i o n   o n   M o n d a y   b u t   h a v e   p u l l e d   b a c k   a f t e r   t r y i n g   t o   r e a c h   t o w a r d s   t h e   5 0   d a y   E M A .   Q u i t e   f r a n k l y ,   n a t u r a l   g a s   m a r k e t s   a r e   a h e a d   o f   t h e m s e l v e s   a l t h o u g h   t h e r e   i s   c o l d   t e m p e r a t u r e s   h e a d i n g   t o w a r d s   t h e   n o r t h e a s t e r n   p a r t   o f   t h e   U n i t e d   S t a t e s .   T h i s   w i l l   b e   a   s h o r t - t e r m   b l i p   o n   t h e   r a d a r ,   a n d   t h e r e f o r e   i t   d o e s   m a k e   a   c e r t a i n   a m o u n t   o f   s e n s e   t h a t   w e   w o u l d   s e e   n a t u r a l   g a s   f a l l   t o   f i l l   t h e   g a p   t h a t   w e   j u s t   c r e a t e d .",0
think trade within 19x-48x month way expiration start collapse,I   t h i n k   w e   c a n   b e   b e   t r a d i n g   w i t h i n   1 . 9 x - 4 . 8 x   t h i s   m o n t h   a l l   t h e   w a y   t o   e x p i r a t i o n s   b e f o r e   i t   s t a r t s   t o   c o l l a p s e .,0
've accumulate march short exactly reason winter rapidly come end,I ' v e   b e e n   a c c u m u l a t i n g   M a r c h   s h o r t s   f o r   e x a c t l y   t h i s   r e a s o n .   W i n t e r   i s   r a p i d l y   c o m i n g   t o   a n   e n d .  ,0
still salty miss 400 'm hold long hop go back 'm switch side right lol,S t i l l   s a l t y   I   m i s s e d   t h e   4 . 0 0 .   I ' m   h o l d i n g   l o n g s   h o p i n g   i t   w i l l   g o   b a c k   u p   t h e r e   a n d   I ' m   s w i t c h i n g   s i d e s   r i g h t   a f t e r   l o l .,1
65 hour close gap,"N o   m o r e   t h a n   6 , 5   h o u r s   t o   c l o s e   t h e   g a p",0
daily look like close question next 'm afraid tomorrow really go 45-47 day week late,"O n   d a i l y   l o o k s   l i k e   c l o s e d .   q u e s t i o n   i s   w h a t   i s   n e x t .   I ' m   a f r a i d   t o m o r r o w   w e   w i l l   b e   r e a l l y   g o i n g   t o   4 , 5 - 4 , 7   a n d   t h e n ,   f e w   d a y s   o r   w e e k s   l a t e r   d o w n   d o w n   d o w n .  ",0
close gap reach level close yesterday,T o   c l o s e   t h e   g a p   w e   h a v e   t o   r e a c h   a   l e v e l   w e   c l o s e d   y e s t e r d a y . . .,0
daily view soon retest supporthttps//s1amazonawscom/tradingview/snapshots/n/nbs9e6a8png,"D a i l y   v i e w ,   s o o n   t o   R e t e s t   s u p p o r t , h t t p s : / / s 1 . a m a z o n a w s . c o m / t r a d i n g v i e w / s n a p s h o t s / n / N b s 9 E 6 A 8 . p n g",0.5
need coffee ☕,I   n e e d   c o f f e e   ☕,0.5
everything possible break 💔 60 probably see 10,E v e r y t h i n g   p o s s i b l e   . . .   B u t   i f   b r e a k   💔   . 6 0   p r o b a b l y   s e e   . 1 0  ,0
oops mean ng ),o o p s   i   m e a n   N G : ),0.5
gold well,g o l d   d i d   w e l l,0.5
today good day tomorrow well ),"t o d a y   w a s   a   g o o d   d a y ,   t o m o r r o w   w i l l   b e   b e t t e r ,   : )",0.5
418 tommorow,4 . 1 8   t o m m o r o w,1
418 tommorow,4 . 1 8   t o m m o r o w,1
cover 68 first 🥇 order,I   c o v e r e d   . 6 8   f i r s t   🥇   o r d e r  ,1
4010 please,4 . 0 1 0   P l e a s e  ,1
darvas box 5m chart 1-7 cent drop,"D a r v a s   b o x   o n   5 M   c h a r t ,   1 - 7   c e n t   d r o p  ",0
4009 next target 060 break 💔,4 . 0 0 9   n e x t   t a r g e t   i f   . 0 6 0   b r o k e n   💔,1
401,4 . 0 1,1
9/16/0000,. 9 -1 6,0
19-16 blind deaf,1 . 9 -1 6 ?   A m   I   n o t   b l i n d   o r   d e a f ?,0
dont mess hot hand,D o n t   m e s s   w i t h   t h e   h o t   h a n d .  ,0.5
mb énergie llc work complete correctly ; - ),M B   É n e r g i e   L L C   t h e   w o r k   i s   n o t   c o m p l e t e d   c o r r e c t l y   ; - ),0.5
,W h a t   w a s   t h a t ?,0.5
dead cat,t h a t   w a s   a   d e a d   c a t,0
dead cat,t h a t   w a s   a   d e a d   c a t,0
first 🎯,F i r s t   🎯  ,0.5
https//zupimagesnet/up/00/00/7us6jpegkumo break,h t t p s : / / z u p i m a g e s . n e t / u p / 0 0 / 0 0 / 7 u s 6 . j p e g K u m o   b r e a k,0.5
ur chart show kumo twist tough follow 10 min chart,u r   c h a r t   s h o w s   a   k u m o   t w i s t   u p   t o o .   t o u g h   t o   f o l l o w   a   1 0   m i n   c h a r t,1
ur chart show kumo twist tough follow 10 min chart,u r   c h a r t   s h o w s   a   k u m o   t w i s t   u p   t o o .   t o u g h   t o   f o l l o w   a   1 0   m i n   c h a r t,1
,S o   w h a t ?,0.5
199/190 support https//s1amazonawscom/tradingview/snapshots/y/ylcyssenpng,"1 . 9 9 / 1 . 9 0   a r e   s u p p o r t s ,   h t t p s : / / s 1 . a m a z o n a w s . c o m / t r a d i n g v i e w / s n a p s h o t s / y / y l c Y S S E N . p n g",1
stbt btst call nat gas,a n y   s t b t   o r   b t s t   c a l l   f o r   n a t   g a s,0.5
st,S t  ,0.5
406x 🎯,4 . 0 6 x   🎯  ,1
cover long 📔 probably drop 💧,C o v e r   y o u   l o n g   📔   p r o b a b l y   d r o p   h e r e   💧  ,0
retest 0-19,s h e   h a s   t o   r e t e s t   0 -1 9,0
kamil ziółkowski hope drop 1970 least na jakim poziomie chcesz zrzucić shorty,K a m i l   Z i ó ł k o w s k i   I   h o p e   w e   d r o p   t o   1 9 7 0   a t   l e a s t .   N a   j a k i m   p o z i o m i e   c h c e s z   z r z u c i ć   s h o r t y ?,0
close 800 possible stressful need drink sth today -400pip bounce today zastanawiam się czy zostawic na noc czy wywalić ze stratą bo raczej niżej niż 1950 dziś nie uświadczymy,a s   c l o s E   8 0 0   a s   p o s s i b l e   b u t   i t s   v e r y   s t r e s s f u l .   n e e d   t o   d r i n k   s t h   t o d a y   - 4 0 0 p i p   b o u n c E   t o d a y .   Z a s t a n a w i a m   s i ę   c z y   z o s t a w i c   n a   n o c   c z y   w y w a l i ć   z e   s t r a t ą   b o   r a c z e j   n i ż e j   n i ż   1 9 5 0   d z i ś   n i e   u ś w i a d c z y m y  ,0
doesnt could doesnt u know bro,n o   s h e   d o e s n t .   S h e   c o u l d .   b u t   d o e s n t   h a v e   t o .   U   k n o w   t h a t   b r o,0.5
tisla awww sweet im run around head free take time pal follower beggin,"T i s l a ,   A w w w   h o w   s w e e t ,   I m   r u n n i n g   a r o u n d   i n   y o u r   h e a d   f o r   f r e e .   T a k e   s o m e   t i m e   o f f   p a l ,   y o u r   f o l l o w e r s   a r e   b e g g i n   y o u .  ",0.5
boonie come see @ -148,B o o n i e   c o m e s   s e e   m e   @   . -1 4 8,1
something unfinished,S o m e t h i n g   u n f i n i s h e d,0.5
ok everybody close gap somwhere 1915,"O k   e v e r y b o d y ,   w e   h a v e   t o   c l o s e   t h i s   g a p .   S o m w h e r e   1 9 1 5 ?",0
sell think go,I   s o l d   I   t h i n k   i t   w i l l   g o   d o w n   m o r e,0
jakub barej 9-16,J a k u b   B a r e j     9 -1 6,0
sure hope see drop technical * * * *,I   s u r e   h o p e   t o   s e e   a   d r o p   b e c a u s e   t h e s e   t e c h n i c a l s   a r e   * * * * m e .,0
dojo look strong,t h e   d o j o   l o o k s   s t r o n g,0.5
hang thr split canle,h a n g i n g   o n   t h r   s p l i t   c a n l e   n o w,0.5
go fall big gain,g o n e   f a l l   b i g   a   g a i n,0
updown good day,u p . . . . d o w n   w h a t   a   g o o d   d a y,0
tomorrow gap fake spike,t o m o r r o w   g a p   d o w n   . . f a k e   s p i k e,0
seem like double top attempt far fall,s e e m s   l i k e   a   d o u b l e   t o p   w i l l   b e   a t t e m p t e d   b e f o r e   f u r t h e r   f a l l,0
thats im hop play volatility would love add short 00 miss morning,T h a t s   w h a t   i m   h o p i n g   f o r .   B e e n   p l a y i n g   t h i s   v o l a t i l i t y   b u t   w o u l d   l o v e   t o   a d d   s h o r t   a t   . 0 0 .   I   m i s s e d   i t   t h i s   m o r n i n g .  ,0
add @ -1-15 090069,"A d d   s   @   . -1 -1 5   t o   . 0 9 0 , . 0 6 9",0
would interest see hour go back 00ema nice range scalp,"I t   w o u l d   b e   i n t e r e s t i n g   t o   s e e   i f   t h i s   h o u r   g o e s   b a c k   u n d e r   t h e   0 0 E M A ,   t h e n   w e   h a v e   a   n i c e   r a n g e   t o   s c a l p . . . . .",0
,d o w n   A G A I N,0
's bear trap sigh~,s o   n o w   i t ' s   a   b e a r   t r a p ?   s i g h ~,0
get back 198,C a n   w e   g e t   b a c k   t o   1 . 9 8 ?,1
bro let make money ),"W h y   B r o   , l e t   m e   m a k e   s o m e   m o n e y   : )",0.5
re-enter shortshttps//s1amazonawscom/tradingview/snapshots/y/ylcyssenpng,"R e - e n t e r   s h o r t s , h t t p s : / / s 1 . a m a z o n a w s . c o m / t r a d i n g v i e w / s n a p s h o t s / y / y l c Y S S E N . p n g",0
n't learn well 'm patience trader probably go 4-10 may,I   d i d n ' t   l e a r n   w e l l   I ' m   n o   p a t i e n c e   t r a d e r   . . .   P r o b a b l y   g o i n g   4 . -1 0   m a y   b e   m o r e  ,1
tanking full volume 19,T a n k i n g   w i t h   f u l l   v o l u m e s .   1 . 9,0
us big bear enter next 19,U S   b i g   b e a r s   e n t e r s .   N e x t   1 . 9,0
comex ng cmp 4088 today buy give 4040 mcx ng cmp 40400 tgt 404 today buy givn 199 intraday profit 5 point'senjoyedmore ng 97-11-0961-67,n o w   c o m e x   n g   c m p   4 . 0 8 8   t o d a y   b u y   g i v e n   f r o m   4 . 0 4 0   a n d   n o w   m c x   n g   c m p   4 0 4 . 0 0   n o w   m y   t g t   d o n e   4 0 4   t o d a y   b u y   g i v n   f r o m   1 9 9   . . i n t r a d a y   p r o f i t   5   p o i n t ' s . . . e n j o y e d . . m o r e   n g   9 7 -1 1 - 0 9 6 1 - 6 7,1
fyi comex ( commodity exchange inc ) deal metal futures/options natural gas trade nymex cme group,f y i   C O M E X   ( C o m m o d i t y   E x c h a n g e   I n c )   d e a l s   w i t h   m e t a l s   f u t u r e s / o p t i o n s .   N a t u r a l   g a s   i s   t r a d e d   o n   t h e   N Y M E X .   T h e y   a r e   b o t h   o w n e d   b y   C M E   g r o u p  ,0.5
thank,t h a n k   y o u,0.5
renter short 199,R e n t e r   s h o r t s   f o r   1 . 9 9,0
upside downside leave intraday,U p s i d e   d o n e   d o w n s i d e   l e f t .   i n t r a d a y .,0
moon walk,m o o n   w a l k i n g   a g a i n !,1
hey ti nice call dumpyou know love,h e y   t i s   n i c e   c a l l   o n   t h a t   d u m p . . . y o u   k n o w   y o u   l o v e   m e !,0
consistently confident nothing else,y o u r   c o n s i s t e n t l y   c o n f i d e n t   i f   n o t h i n g   e l s e . . . .,0.5
hey hog go bass fishing,h e y   h o g   w h e n   w e   g o i n g   b a s s   f i s h i n g ?,0.5
4-104 'm,4 . -1 0 4   I ' m  ,1
listen bob notjust sad thats ; (,s o m e   l i s t e n   t o   b o b   a n d   s o m e   d o   n o t . . . j u s t   s a d   t h a t s   a l l !   ; (,0.5
wow * * * * * * * * repetitive real,"W o w ,   y o u   a r e   s o   * * * * * * * * r e p e t i t i v e ,   f o r   r e a l .",0.5
know bob good,"i   k n o w   . . b o b   i s   g o o d ,   i s   h e   n o t ?",0.5
4-16 possible short,4 . -1 6   p o s s i b l e   s h o r t,0
crazy… booked long 1990zzx 4098zzz see u,C r a z y … .   B o o k e d   m y   l o n g s   f r o m   1 . 9 9 0 z z x   . .   a t   4 . 0 9 8 z z z   s e e   u   a l l,1
91,s   0 9 1,1
almost 4-10 patient,A l m o s t   t h e r e   4 . -1 0   b e   p a t i e n t  ,1
atp complete open short 4-1,A T P   c o m p l e t e .   O p e n   s h o r t s   a t   4 . -1,0
add @ 090 069,A d d   s   @   . 0 9 0   t o   . 0 6 9,0
mr boonie come,M r   b o o n i e   c o m e   a g a i n ?,0.5
broc bellmorejup,B r o c   B e l l m o r e j u p,1
boonie aint worth time,b o o n i e   a i n t   w o r t h   y o u r   t i m e,0.5
hogslayer slayerboonie laugh say -148 might come,H o g S l a y e r   S l a y e r b o o n i e   l a u g h e d   w h e n   i   s a i d   . -1 4 8   m i g h t   c o m e   a g a i n,1
empire today,W h e r e   i s   E m p i r e   t o d a y ?,0.5
desroying something,h e   i s   o u t   d e s r o y i n g   s o m e t h i n g,0.5
lol,l o l,0.5
s-1 @ 069,S -1   @   . 0 6 9,0
next target 4-10,N e x t   t a r g e t   4 . -1 0  ,1
gapdown opening,G a p d o w n   o p e n i n g .,0
technical still bearish struggle last 0 week,A r e   t h e   t e c h n i c a l   s t i l l   b e a r i s h ?   s t r u g g l i n g   w i t h   t h e   l a s t   0   w e e k s ?,0
target 🎯,T a r g e t   🎯  ,0.5
yo taannkkk,y o   t a a n n k k k,0.5
every post get delete automaticallynow 'm go stop post herei 'm sorry,M y   e v e r y   p o s t   i s   g e t t i n g   d e l e t e d   a u t o m a t i c a l l y . . . n o w   i ' m   g o i n g   t o   s t o p   p o s t i n g   h e r e . . i ' m   s o r r y   f o r   t h a t,0.5
next tannkk,N e x t   T a n n k k .,0.5
gap closedthank bob,a n d   h e r e   w e   a r e   g a p   c l o s e d . . . . . . t h a n k   y o u   b o b,0.5
watch dead cat bounce see dead alive,w a t c h i n g   d e a d   c a t   b o u n c e   t o   s e e   i f   i t s   d e a d   o r   a l i v e,0
see paw move,I   s e e   a   p a w   m o v i n g . . . .,0.5
lol,l o l,0.5
5 short open @ 0410040-10 988 still think gap close anyway sl 's place let 's see,"I   h a v e   5   s h o r t s   o p e n e d ,   @ 0 4 1 , 0 0 4 , 0 -1 0   a n d   9 8 8 .   I   s t i l l   t h i n k   t h e   g a p   w i l l   c l o s e .   A n y w a y ,   m y   S L ' s   a r e   i n   p l a c e .   L e t ' s   s e e   !",0
gap close support still far rush buy,"T h e   G a p   i s   n o t   c l o s e d   a n d   t h e   s u p p o r t   i s   s t i l l   f a r ,   d o   n o t   r u s h   t o   b u y   . . . .",0
,. . .,0.5
wednesday forget gap weather warm,W e d n e s d a y   w e   w i l l   h a v e   f o r g o t t e n   i t   i s   g a p   t h e   w e a t h e r   w a r m s   u p,0
nico ka wo n't forget,N i c o   K a   T h e y   w o n ' t   f o r g e t . . . .,0.5
short 405,S h o r t   a t   4 . 0 5,0
graciasbut hit sl 065 'm ng day,g r a c i a s . b u t   i f   h i t s   s l   a t   0 6 5 .   I ' m   d o n e   w i t h   N G   f o r   t h e   d a y,0
move sl 055,m o v e d   s l   t o   . 0 5 5,0.5
cover 07,c o v e r e d   a t   . 0 7,1
mcx buyer profit book night hold risk financially advice,m c x   b u y e r   p r o f i t   b o o k   n i g h t   h o l d   r i s k   n o t   f i n a n c i a l l y   a d v i c e,1
short k 177-1,S h o r t   K   a t   1 7 7 -1,0
ssb kijun h-1 extension support,s s b   a n d   k i j u n   h -1   a r e   i n   t h e   s a m e   e x t e n s i o n   s o   w e   h a v e   s u p p o r t   h e r e .,0.5
reversal island,S o   w h y   n o t   R e v e r s a l   I s l a n d   ?,0.5
reversal island,S o   w h y   n o t   R e v e r s a l   I s l a n d   ?,0.5
reversal island,S o   w h y   n o t   R e v e r s a l   I s l a n d   ?,0.5
break 4 stop outdo lead dayyes boss,"I f   i t   b r e a k s   b e l o w   4 ,   s t o p   y o u r s e l f   o u t . . . . . . d o n e   l e a d i n g   f o r   t h e   d a y . . . . Y E S   B O S S",0
short 407ish continuation,s h o r t   f r o m   4 . 0 7 i s h   o r   c o n t i n u a t i o n   u p ?,0
look short 405,l o o k i n g   t o   s h o r t   a t   4 . 0 5,0
4-10 also 4-16 possible let 's see buy 46x,I f   4 . -1 0   a l s o   4 . -1 6   p o s s i b l e   l e t ' s   s e e   . . . b u y   f o r   . 4 . 6 x,1
gap fill,g a p   f i l l   d o n e,1
yet,n o t   y e t,0.5
one,o n e   o f   t h e m,0.5
think long name game come week,f o r   t h o s e   w h o   t h i n k   l o n g   i s   n a m e   o f   t h e   g a m e   f o r   c o m i n g   w e e k s,1
sold k long 1770 fr avg long 1740 gl,S o l d   o u t   K   l o n g s   a t   1 7 7 0   f r .   a v g   l o n g   1 7 4 0   G L,1
mr boone peiple call aint pip whimp,M r   b o o n e . .   t h o s e   p e i p l e   y o u   c a l l   a i n t   h e r e   f o r   a   f e w   p i p s .   W h i m p,0.5
hog unbelievable saccas 168 hit lol yeah go 500 tic blow little follower lol keep make great call even break clock right twice day,"H o g   i s   u n b e l i e v a b l e ,   S a c c a s   1 6 8   w i l l   h i t ,   L O L   y e a h   a f t e r   i t   w e n t   5 0 0   t i c s   a g a i n s t   y o u ,   a n d   y o u   b l e w   o u t   a l l   y o u r   l i t t l e   f o l l o w e r s .   L O L .   K e e p   o n   m a k i n g   t h o s e   g r e a t   c a l l s ! ! !   E v e n   a   b r o k e n   c l o c k   i s   r i g h t   t w i c e   a   d a y",0
relax,R e l a x .  ,0.5
406x next,4 . 0 6 x   n e x t  ,1
read candle like curve woman 's body,i   c a n   r e a d   t h o s e   c a n d l e s   l i k e   t h e   c u r v e s   o n   a   w o m a n ' s   b o d y,0.5
start think crazy bird get worm,I   a m   s t a r t i n g   t o   t h i n k   t h a t   C r a z y   b i r d   g o t   m y   w o r m,0.5
yum yum,y u m   y u m,0.5
saca ’ 1697 hit week,S a c a ’ s   1 . 6 9 7   w i l l   h i t   t h i s   w e e k .  ,0
